순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
2039,010280,쌍용정보통신,"720","3","0.4","209,516","149,699,072","717","725","700","29,134,104,480","0.00","40,464,034",,,
2040,279600,미디어젠,"10,000","30","0.0","613","6,131,300","10,000","10,100","10,000","29,000,000,000","0.00","2,900,000",,,
2041,054410,케이피티,"5,710","-320","-5.3","13,260","77,432,820","5,920","6,000","5,710","28,892,600,000","0.00","5,060,000",,,
2042,234100,세원,"7,940","-310","-3.8","31,698","256,421,820","8,100","8,190","7,940","28,846,020,000","0.00","3,633,000",,,
2043,023770,플레이위드,"8,330","-280","-3.2","37,802","318,598,710","8,450","8,680","8,260","28,828,880,500","0.00","3,460,850",,,
2044,051160,지어소프트,"2,095","-15","-0.7","83,449","177,641,110","2,060","2,195","2,055","28,605,463,105","0.00","13,654,159",,,
2045,024940,PN풍년,"2,850","-100","-3.4","42,612","122,406,310","2,905","2,945","2,835","28,500,000,000","0.00","10,000,000",,,
2046,130740,티피씨글로벌,"3,005","-125","-4.0","113,920","349,200,165","3,085","3,120","3,000","28,397,250,000","0.00","9,450,000",,,
2047,080580,오킨스전자,"4,575","-105","-2.2","57,466","265,064,210","4,650","4,755","4,570","28,365,000,000","0.00","6,200,000",,,
2048,073010,케이에스피,"3,760","0","0.0","0","0","0","0","0","28,353,836,640","0.00","7,540,914",,,
2049,070590,한솔인티큐브,"2,020","-120","-5.6","444,966","894,407,890","2,030","2,085","1,950","28,036,632,420","0.00","13,879,521",,,
2050,073190,디비케이,"2,340","-5","-0.2","67,242","158,202,585","2,340","2,435","2,235","28,005,213,600","0.00","11,968,040",,,
2051,167380,나무기술,"12,100","30","0.0","2,202","26,644,200","12,100","12,100","12,100","27,978,830,000","0.00","2,312,300",,,
2052,024850,피에스엠씨,"722","7","1.0","438,646","313,472,299","711","723","700","27,960,317,122","0.00","38,726,201",,,
2053,099410,동방선기,"2,060","-50","-2.4","94,452","194,022,135","2,080","2,100","2,030","27,894,464,120","0.00","13,541,002",,,
2054,232270,케이비제9호스팩,"2,015","30","0.0","19,032","38,165,000","2,010","2,015","2,005","27,838,635,500","0.00","13,815,700",,,
2055,149010,아이케이세미콘,"8,890","0","0.0","0","0","0","0","0","27,736,800,000","0.00","3,120,000",,,
2056,078590,두올산업,"2,145","-90","-4.0","237,493","515,022,135","2,170","2,230","2,100","27,617,454,150","0.00","12,875,270",,,
2057,251960,엠에프엠코리아,"26,450","0","0.0","0","0","0","0","0","27,508,000,000","0.00","1,040,000",,,
2058,204210,모두투어리츠,"3,505","-50","-1.4","9,577","33,517,165","3,550","3,550","3,490","27,432,986,575","0.00","7,826,815",,,
2059,026260,카테아,"305","-59","-16.2","5,123,316","1,565,786,377","299","320","297","27,419,557,645","0.00","89,900,189",,,
2060,029480,바른테크놀로지,"835","-41","-4.7","124,113","104,930,518","825","873","825","27,384,062,975","0.00","32,795,285",,,
2061,008830,대동기어,"30,400","-1,250","-4.0","17,625","555,549,400","31,650","33,000","29,550","27,322,060,800","0.00","898,752",,,
2062,064850,에프앤가이드,"3,910","10","0.3","1,626","6,367,430","3,900","4,355","3,900","27,233,150,000","0.00","6,965,000",,,
2063,194610,우성아이비,"1,310","0","0.0","0","0","0","0","0","27,143,200,000","0.00","20,720,000",,,
2064,047440,레이젠,"925","0","0.0","0","0","0","0","0","26,960,631,825","0.00","29,146,629",,,
2065,224880,SGA임베디드,"6,090","-360","-5.6","144","876,960","6,090","6,090","6,090","26,906,624,850","0.00","4,418,165",,,
2066,119830,아이텍반도체,"5,030","-220","-4.2","54,637","277,754,200","5,150","5,200","5,000","26,747,256,380","0.00","5,317,546",,,
2067,001770,신화실업,"21,900","750","3.6","133,846","3,024,627,250","21,150","24,500","20,650","26,605,828,200","0.00","1,214,878",,,
2068,025890,한국주강,"2,350","-110","-4.5","28,066","66,540,525","2,480","2,480","2,350","26,576,758,650","0.00","11,309,259",,,
2069,004365,세방우,"7,200","-50","-0.7","650","4,674,000","7,700","7,700","7,000","26,562,600,000","0.00","3,689,250",,,
2070,083470,KJ프리텍,"1,240","155","14.3","9,212,810","11,777,170,905","1,275","1,370","1,180","26,378,564,640","0.00","21,273,036",,,
2071,258540,스템랩,"17,900","-600","-3.2","100","1,790,000","17,900","17,900","17,900","26,331,741,300","0.00","1,471,047",,,
2072,139670,넥스트리밍,"3,735","-10","-0.3","20,112","73,715,525","3,745","3,745","3,600","26,208,162,585","0.00","7,016,911",,,
2073,019570,제미니투자,"654","-21","-3.1","1,268,206","822,666,718","653","670","632","26,160,000,000","0.00","40,000,000",,,
2074,008500,일정실업,"21,750","-300","-1.4","180","3,922,500","21,800","22,250","21,700","26,100,000,000","0.00","1,200,000",,,
2075,098660,에스티오,"3,065","35","1.2","35,576","105,676,155","2,965","3,085","2,850","25,915,016,360","0.00","8,455,144",,,
2076,134060,이퓨쳐,"5,420","-70","-1.3","19,675","106,087,130","5,550","5,550","5,340","25,849,335,000","0.00","4,769,250",,,
2077,067770,세진티에스,"3,060","-105","-3.3","222,914","698,646,435","3,055","3,235","2,990","25,693,574,580","0.00","8,396,593",,,
2078,197140,디지캡,"8,000","-200","-2.4","10","80,000","8,000","8,000","8,000","25,228,648,000","0.00","3,153,581",,,
2079,090150,광진윈텍,"2,610","-135","-4.9","98,282","261,504,440","2,770","2,770","2,610","25,208,405,730","0.00","9,658,393",,,
2080,252370,유쎌,"20,900","-300","-1.4","1,433","30,362,900","21,200","21,200","20,900","25,080,000,000","0.00","1,200,000",,,
2081,009620,삼보산업,"6,070","-90","-1.5","14,252","86,205,200","5,950","6,160","5,930","25,038,750,000","0.00","4,125,000",,,
2082,069140,누리플랜,"5,250","-100","-1.9","20,864","109,273,000","5,270","5,300","5,190","24,944,855,250","0.00","4,751,401",,,
2083,225220,제놀루션,"8,600","-400","-4.4","0","0","0","0","0","24,913,279,800","0.00","2,896,893",,,
2084,026910,광진실업,"3,875","-115","-2.9","40,497","156,640,825","3,910","3,985","3,795","24,820,944,375","0.00","6,405,405",,,
2085,221800,유투바이오,"13,050","0","0.0","0","0","0","0","0","24,801,655,500","0.00","1,900,510",,,
2086,006125,SK디스커버리우,"18,200","-200","-1.1","5,501","99,356,900","18,250","18,250","17,850","24,723,881,000","0.00","1,358,455",,,
2087,002025,코오롱우,"22,950","-950","-4.0","14,403","341,850,100","23,900","23,900","22,950","24,703,150,500","0.00","1,076,390",,,
2088,238500,로보쓰리,"5,500","-450","-7.6","199","1,007,380","5,060","5,500","5,060","24,464,913,000","0.00","4,448,166",,,
2089,076340,관악산업,"5,010","60","1.2","78,283","390,740,100","4,950","5,010","4,950","24,406,014,600","0.00","4,871,460",,,
2090,019490,하이트론,"4,410","-115","-2.5","5,719","25,767,645","4,575","4,585","4,340","24,390,541,350","0.00","5,530,735",,,
2091,053660,현진소재,"2,455","-30","-1.2","143,238","362,573,420","2,690","2,690","2,405","24,280,254,420","0.00","9,890,124",,,
2092,103230,에스앤더블류,"3,370","-15","-0.4","2,511","8,397,455","3,330","3,385","3,325","24,264,000,000","0.00","7,200,000",,,
2093,217880,틸론,"7,220","-230","-3.1","139","1,003,580","7,220","7,220","7,220","24,044,895,960","0.00","3,330,318",,,
2094,115530,씨엔플러스,"774","-74","-8.7","1,976,384","1,474,273,652","692","806","691","23,710,352,220","0.00","30,633,530",,,
2095,012600,청호컴넷,"2,815","-35","-1.2","21,739","61,114,225","2,845","2,850","2,760","23,579,430,880","0.00","8,376,352",,,
2096,235090,태경피엔에스,"1,015","0","0.0","0","0","0","0","0","23,553,449,535","0.00","23,205,369",,,
2097,153360,하이골드3호,"1,455","-90","-5.8","263,480","384,120,735","1,485","1,500","1,440","23,497,944,450","0.00","16,149,790",,,
2098,182690,테라셈,"1,670","-100","-5.6","89,678","152,905,265","1,700","1,790","1,670","23,323,787,800","0.00","13,966,340",,,
2099,186230,그린플러스,"9,000","-700","-7.2","209","1,882,200","9,700","9,700","9,000","23,230,260,000","0.00","2,581,140",,,
2100,266870,플렉스파워에이더블유에스,"4,280","10","0.2","3,792","15,910,900","4,280","4,280","4,000","23,219,299,600","0.00","5,425,070",,,
2101,242350,피엔아이시스템,"5,000","30","0.0","334","1,670,000","5,000","5,000","5,000","23,061,100,000","0.00","4,612,220",,,
2102,224810,엄지하우스,"5,470","-170","-3.0","200","1,094,000","5,470","5,470","5,470","22,974,000,000","0.00","4,200,000",,,
2103,025870,신라에스지,"5,730","-120","-2.0","6,223","35,875,920","5,790","5,870","5,730","22,920,000,000","0.00","4,000,000",,,
2104,212310,휴벡셀,"11,300","1,000","9.7","1,103","11,022,050","10,000","11,400","9,700","22,892,975,100","0.00","2,025,927",,,
2105,173130,오파스넷,"7,700","0","0.0","0","0","0","0","0","22,849,765,400","0.00","2,967,502",,,
2106,224760,엔에스컴퍼니,"5,700","0","0.0","0","0","0","0","0","22,456,290,000","0.00","3,939,700",,,
2107,199150,데이터스트림즈,"5,500","-480","-8.0","274","1,480,270","5,490","5,500","5,250","22,437,789,000","0.00","4,079,598",,,
2108,088290,이원컴포텍,"1,570","-55","-3.4","259,784","414,432,035","1,595","1,620","1,565","22,369,149,620","0.00","14,247,866",,,
2109,270660,에브리봇,"19,800","0","0.0","0","0","0","0","0","22,242,924,000","0.00","1,123,380",,,
2110,089790,제이티,"2,745","-95","-3.4","65,973","182,888,730","2,815","2,840","2,650","22,194,252,810","0.00","8,085,338",,,
2111,155960,지디,"1,180","0","0.0","0","0","0","0","0","22,077,348,060","0.00","18,709,617",,,
2112,123010,옵토팩,"4,430","-145","-3.2","118,391","531,941,990","4,480","4,605","4,430","22,027,771,870","0.00","4,972,409",,,
2113,033250,체시스,"913","-21","-2.2","202,779","187,875,925","930","946","911","21,912,000,000","0.00","24,000,000",,,
2114,245030,스페이스솔루션,"19,400","-3,400","-14.9","100","1,940,000","19,400","19,400","19,400","21,728,000,000","0.00","1,120,000",,,
2115,096870,엘디티,"3,240","5","0.2","16,213","51,969,660","3,235","3,245","3,045","21,638,016,000","0.00","6,678,400",,,
2116,058420,제이웨이,"1,945","-65","-3.2","227,267","436,400,540","2,010","2,010","1,885","21,519,888,450","0.00","11,064,210",,,
2117,020400,대동금속,"44,800","-450","-1.0","1,813","81,283,900","44,750","46,000","44,250","21,504,000,000","0.00","480,000",,,
2118,007530,영신금속,"3,400","-20","-0.6","272,321","946,210,840","3,385","3,595","3,350","21,396,091,200","0.00","6,292,968",,,
2119,099520,ITX엠투엠,"1,265","-100","-7.3","125,471","168,143,290","1,360","1,415","1,250","20,829,655,715","0.00","16,466,131",,,
2120,221670,주노콜렉션,"6,240","-200","-3.1","161","1,004,640","6,240","6,240","6,240","20,737,516,800","0.00","3,323,320",,,
2121,258250,피시피아비아이티,"5,350","40","0.8","270","1,440,500","5,310","5,350","5,310","20,702,081,800","0.00","3,869,548",,,
2122,066830,제노텍,"4,195","140","3.4","1,651","6,741,025","4,050","4,200","3,905","20,682,549,770","0.00","4,930,286",,,
2123,226850,키움스팩4호,"2,015","-5","-0.2","9,278","18,704,435","2,020","2,020","2,015","20,561,060,000","0.00","10,204,000",,,
2124,251540,에스와이제이,"3,795","0","0.0","0","0","0","0","0","20,528,741,310","0.00","5,409,418",,,
2125,101680,한국정밀기계,"2,410","0","0.0","0","0","0","0","0","20,253,640,000","0.00","8,404,000",,,
2126,243870,굿센,"14,850","-2,500","-14.4","1","14,850","14,850","14,850","14,850","19,987,372,350","0.00","1,345,951",,,
2127,013720,청보산업,"2,440","-40","-1.6","30,437","74,146,605","2,450","2,495","2,415","19,956,201,240","0.00","8,178,771",,,
2128,215050,비엔디생활건강,"9,290","-1,210","-11.5","100","929,000","9,290","9,290","9,290","19,710,277,140","0.00","2,121,666",,,
2129,222670,플럼라인생명과학,"9,500","-250","-2.6","4,528","42,582,560","9,750","9,990","9,120","19,707,750,000","0.00","2,074,500",,,
2130,000087,하이트진로2우B,"17,300","-200","-1.1","747","12,917,850","17,450","17,450","17,200","19,551,387,400","0.00","1,130,138",,,
2131,135160,지오씨,"3,500","-145","-4.0","14,144","48,661,270","3,500","3,510","3,300","19,463,892,000","0.00","5,561,112",,,
2132,239890,피엔에이치테크,"9,400","0","0.0","0","0","0","0","0","19,364,000,000","0.00","2,060,000",,,
2133,087220,스틸플라워,"266","0","0.0","0","0","0","0","0","19,197,998,848","0.00","72,172,928",,,
2134,004135,대덕GDS우,"8,800","-250","-2.8","859","7,587,310","9,090","9,090","8,800","19,008,000,000","0.00","2,160,000",,,
2135,222160,바이옵트로,"3,400","300","9.7","11","36,400","3,300","3,400","3,300","18,802,625,600","0.00","5,530,184",,,
2136,140290,청광종건,"1,780","30","0.0","1,200","2,136,000","1,780","1,780","1,780","18,788,078,000","0.00","10,555,100",,,
2137,005257,녹십자홀딩스2우,"22,050","-650","-2.9","1,230","27,233,850","22,550","22,550","21,850","18,654,079,500","0.00","845,990",,,
2138,112190,KC산업,"2,765","-5","-0.2","1","2,765","2,765","2,765","2,765","18,325,233,815","0.00","6,627,571",,,
2139,086250,화신테크,"1,875","-35","-1.8","71,915","134,254,365","1,920","1,920","1,805","18,187,500,000","0.00","9,700,000",,,
2140,251280,안지오랩,"10,000","-1,700","-14.5","1","10,000","10,000","10,000","10,000","18,059,140,000","0.00","1,805,914",,,
2141,053060,세동,"917","-16","-1.7","179,247","166,655,858","929","944","910","18,036,326,280","0.00","19,668,840",,,
2142,241510,이에스산업,"3,010","30","1.0","354","1,005,530","2,840","3,010","2,840","18,008,830,000","0.00","5,983,000",,,
2143,001140,국보,"10,550","50","0.5","30,771","318,188,550","10,450","10,600","10,250","17,748,307,200","0.00","1,682,304",,,
2144,267060,명진홀딩스,"3,870","-230","-5.6","99","383,130","3,870","3,870","3,870","17,010,027,720","0.00","4,395,356",,,
2145,001685,대상우,"12,400","-300","-2.4","4,159","51,895,950","12,700","12,700","12,350","16,990,765,200","0.00","1,370,223",,,
2146,005725,넥센우,"4,705","20","0.4","2,345","10,867,910","4,685","4,760","4,600","16,940,823,000","0.00","3,600,600",,,
2147,138290,지성이씨에스,"7,190","-10","-0.1","145","1,012,310","6,980","7,190","6,980","16,910,880,000","0.00","2,352,000",,,
2148,217320,썬테크,"16,050","300","1.9","100","1,605,000","16,050","16,050","16,050","16,852,500,000","0.00","1,050,000",,,
2149,215570,크로넥스,"16,750","30","0.0","11","183,250","16,650","16,750","16,650","16,750,000,000","0.00","1,000,000",,,
2150,009835,한화케미칼우,"14,900","-300","-2.0","1,835","27,520,400","15,050","15,250","14,900","16,743,681,300","0.00","1,123,737",,,
2151,010640,진양폴리,"1,665","-75","-4.3","39,863","67,989,415","1,710","1,740","1,660","16,650,000,000","0.00","10,000,000",,,
2152,114920,대주이엔티,"4,700","600","14.6","202","818,750","4,050","4,700","4,050","16,306,650,000","0.00","3,469,500",,,
2153,140910,에이리츠,"4,490","-35","-0.8","26,693","118,302,910","4,520","4,520","4,400","16,293,020,150","0.00","3,628,735",,,
2154,246830,시냅스엠,"12,400","0","0.0","0","0","0","0","0","16,263,964,000","0.00","1,311,610",,,
2155,159650,하이골드8호,"1,085","-205","-15.9","3,211,393","3,729,281,590","1,380","1,380","1,050","16,172,932,965","0.00","14,905,929",,,
2156,230240,하나금융7호스팩,"2,015","-10","-0.5","3,735","7,539,875","2,025","2,025","2,015","16,120,000,000","0.00","8,000,000",,,
2157,003495,대한항공우,"14,400","-450","-3.0","799","11,607,050","14,750","14,750","14,400","15,995,433,600","0.00","1,110,794",,,
2158,145995,삼양사우,"43,050","-1,150","-2.6","492","21,372,200","43,400","44,200","43,050","15,931,513,500","0.00","370,070",,,
2159,271850,다이오진,"5,300","-550","-9.4","367","1,945,100","5,300","5,300","5,300","15,900,000,000","0.00","3,000,000",,,
2160,240340,인터코스,"4,750","-100","-2.1","7,581","35,459,450","4,800","4,900","4,600","15,658,897,500","0.00","3,296,610",,,
2161,000075,삼양홀딩스우,"50,400","-700","-1.4","2,507","125,439,650","51,100","51,100","49,900","15,324,523,200","0.00","304,058",,,
2162,227950,골든브릿지제4호스팩,"2,015","-5","-0.2","4,347","8,767,255","2,020","2,020","2,015","15,213,250,000","0.00","7,550,000",,,
2163,273060,엔에이치스팩12호,"2,015","30","0.0","549","1,106,235","2,015","2,015","2,015","15,132,650,000","0.00","7,510,000",,,
2164,285770,라이프사이언스테크놀로지,"5,000","-190","-3.7","3,211","15,152,125","4,450","5,000","4,450","15,000,000,000","0.00","3,000,000",,,
2165,121060,유니포인트,"25,000","700","2.9","101","2,385,000","23,600","25,000","23,600","14,954,175,000","0.00","598,167",,,
2166,183350,엘피케이,"4,000","-5","-0.1","2,475","9,740,745","4,000","4,000","3,900","14,882,680,000","0.00","3,720,670",,,
2167,211050,인카금융서비스,"5,000","30","0.0","5,090","25,350,000","5,000","5,000","4,900","14,807,355,000","0.00","2,961,471",,,
2168,225860,엠앤씨생명과학,"1,300","-90","-6.5","26,319","34,637,780","1,350","1,350","1,300","14,548,853,800","0.00","11,191,426",,,
2169,230400,자비스,"4,600","-55","-1.2","5","23,000","4,600","4,600","4,600","14,454,350,000","0.00","3,142,250",,,
2170,225850,미애부,"4,700","-300","-6.0","146","686,200","4,700","4,700","4,700","14,330,300,000","0.00","3,049,000",,,
2171,242040,교보비엔케이스팩,"2,000","30","0.0","34,467","68,934,000","2,000","2,000","2,000","14,220,000,000","0.00","7,110,000",,,
2172,256630,엔에이치스팩10호,"2,010","30","0.0","2,024","4,068,240","2,010","2,010","2,010","14,070,000,000","0.00","7,000,000",,,
2173,278990,에프엠에스,"4,100","0","0.0","0","0","0","0","0","13,983,197,600","0.00","3,410,536",,,
2174,058970,엠로,"2,900","-90","-3.0","150","435,000","2,900","2,900","2,900","13,963,500,000","0.00","4,815,000",,,
